CustomerID,Recency,Frequency,TotalQuantity,Country,GrossMonetary,Monetary,CancelledAmount,ReturnRate,R,F,M,RFM_Segment,RFM_Score,ValueSegment,ValueSegmentRank,CustomerPersona,PersonaRank
13153,6,1,418,United Kingdom,486.22,486.22,0.0,0.0,5,1,3,513,9,Mid-value,2,Hibernating,10
13155,33,4,497,United Kingdom,971.76,971.76,0.0,0.0,4,4,4,444,12,High-value,3,Loyal Customers,2
13157,49,4,1439,United Kingdom,1741.22,1721.57,19.65000000000009,0.0113,3,4,4,344,11,High-value,3,Loyal Customers,2
13158,95,4,784,United Kingdom,1201.06,1201.06,0.0,0.0,2,4,4,244,10,High-value,3,Do Not Lose,9
13159,9,4,1058,United Kingdom,1429.35,1371.25,58.09999999999991,0.0406,5,4,4,544,13,High-value,3,Champions,1
13160,22,1,56,United Kingdom,91.8,91.8,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
13161,313,1,29,United Kingdom,112.75,112.75,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13162,122,4,1713,United Kingdom,1688.29,1644.99,43.299999999999955,0.0256,2,4,4,244,10,High-value,3,Do Not Lose,9
13165,46,2,1376,United Kingdom,1021.48,1021.48,0.0,0.0,3,2,4,324,9,Mid-value,2,Hibernating,10
13166,283,1,216,United Kingdom,417.2,414.7,2.5,0.006,1,1,2,112,4,Low-value,1,Hibernating,10
13167,19,4,785,United Kingdom,791.33,791.33,0.0,0.0,4,4,3,443,11,High-value,3,Potential Champions,3
13168,36,4,670,United Kingdom,1299.59,1290.54,9.049999999999955,0.007,3,4,4,344,11,High-value,3,Loyal Customers,2
13169,64,2,272,United Kingdom,712.88,712.88,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
13170,27,1,141,United Kingdom,108.81,108.81,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
13171,22,3,229,United Kingdom,468.41,426.81,41.60000000000002,0.0888,4,3,2,432,9,Mid-value,2,Potential Champions,3
13173,4,2,277,United Kingdom,353.65000000000003,353.65000000000003,0.0,0.0,5,2,2,522,9,Mid-value,2,Potential Champions,3
13174,16,3,1352,United Kingdom,2742.82,2742.82,0.0,0.0,4,3,5,435,12,High-value,3,Potential Champions,3
13176,46,1,448,United Kingdom,481.49,481.49,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
13177,65,1,91,United Kingdom,282.45,282.45,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
13178,26,11,3570,United Kingdom,5725.47,5725.47,0.0,0.0,4,5,5,455,14,High-value,3,Loyal Customers,2
13182,45,1,201,United Kingdom,121.18,121.18,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13183,8,9,2208,United Kingdom,3957.78,3957.78,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
13184,15,10,1662,United Kingdom,1668.95,1616.45,52.5,0.0315,4,5,4,454,13,High-value,3,Loyal Customers,2
13185,268,1,12,United Kingdom,71.4,71.4,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13186,40,3,820,United Kingdom,1575.89,1539.69,36.200000000000045,0.023,3,3,4,334,10,High-value,3,Need Attention,6
13187,337,1,95,United Kingdom,236.02,236.02,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13188,11,1,25,United Kingdom,114.6,114.6,0.0,0.0,5,1,1,511,7,Mid-value,2,New Customers,4
13189,19,2,842,United Kingdom,260.68,260.68,0.0,0.0,4,2,2,422,8,Mid-value,2,Potential Champions,3
13192,95,2,595,United Kingdom,911.94,911.94,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
13193,61,1,46,United Kingdom,112.08,112.08,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13194,136,1,26,United Kingdom,60.7,60.7,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13196,11,4,1224,United Kingdom,1797.78,1797.78,0.0,0.0,5,4,4,544,13,High-value,3,Champions,1
13198,10,6,2648,United Kingdom,3401.2400000000002,3384.09,17.15000000000009,0.005,5,4,5,545,14,High-value,3,Champions,1
13199,4,38,6176,United Kingdom,9817.12,9803.96,13.160000000001673,0.0013,5,5,5,555,15,High-value,3,Champions,1
13200,19,4,516,United Kingdom,870.09,870.09,0.0,0.0,4,4,3,443,11,High-value,3,Potential Champions,3
13203,10,4,800,United Kingdom,869.46,869.46,0.0,0.0,5,4,3,543,12,High-value,3,Potential Champions,3
13207,15,2,130,United Kingdom,250.26000000000002,250.26000000000002,0.0,0.0,4,2,2,422,8,Mid-value,2,Potential Champions,3
13208,59,6,803,United Kingdom,1217.65,1199.65,18.0,0.0148,3,4,4,344,11,High-value,3,Loyal Customers,2
13209,30,8,4253,United Kingdom,5891.61,5820.16,71.44999999999982,0.0121,4,5,5,455,14,High-value,3,Loyal Customers,2
13210,94,1,316,United Kingdom,353.48,353.48,0.0,0.0,2,1,2,212,5,Mid-value,2,Hibernating,10
13211,10,3,834,United Kingdom,1095.42,1095.42,0.0,0.0,5,3,4,534,12,High-value,3,Potential Champions,3
13212,20,3,309,United Kingdom,786.83,779.33,7.5,0.0095,4,3,3,433,10,High-value,3,Potential Champions,3
13213,57,5,1360,United Kingdom,1520.58,1518.43,2.1499999999998636,0.0014,3,4,4,344,11,High-value,3,Loyal Customers,2
13216,268,1,297,United Kingdom,333.74,333.74,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13217,122,3,262,United Kingdom,533.98,133.62,400.36,0.7498,2,3,1,231,6,Mid-value,2,Hibernating,10
13218,127,1,88,United Kingdom,62.64,62.64,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13220,78,4,196,United Kingdom,819.2900000000001,819.2900000000001,0.0,0.0,2,4,3,243,9,Mid-value,2,At Risk,8
13221,240,2,244,United Kingdom,847.41,847.41,0.0,0.0,1,2,3,123,6,Mid-value,2,Hibernating,10
13223,200,2,88,United Kingdom,163.2,163.2,0.0,0.0,1,2,1,121,4,Low-value,1,Hibernating,10
13224,60,2,1518,United Kingdom,2155.95,2150.85,5.099999999999909,0.0024,3,2,5,325,10,High-value,3,Hibernating,10
13225,3,7,3416,United Kingdom,6463.84,6083.04,380.8000000000002,0.0589,5,5,5,555,15,High-value,3,Champions,1
13226,273,1,80,United Kingdom,108.21000000000001,108.21000000000001,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13227,202,1,99,United Kingdom,257.7,257.7,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13228,81,1,200,United Kingdom,358.0,358.0,0.0,0.0,2,1,2,212,5,Mid-value,2,Hibernating,10
13229,226,1,63,United Kingdom,160.95,160.95,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13230,4,14,1638,United Kingdom,2755.63,2712.07,43.559999999999945,0.0158,5,5,5,555,15,High-value,3,Champions,1
13232,13,7,773,United Kingdom,1328.35,1328.35,0.0,0.0,5,5,4,554,14,High-value,3,Champions,1
13233,74,2,1004,United Kingdom,605.12,605.12,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
13235,212,1,441,United Kingdom,1031.07,101.17000000000007,929.8999999999999,0.9019,1,1,1,111,3,Low-value,1,Hibernating,10
13236,25,2,416,United Kingdom,744.85,727.27,17.58000000000004,0.0236,4,2,3,423,9,Mid-value,2,Potential Champions,3
13238,17,4,298,United Kingdom,700.73,680.83,19.899999999999977,0.0284,4,4,3,443,11,High-value,3,Potential Champions,3
13239,262,1,363,United Kingdom,329.56,329.56,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13240,96,4,298,United Kingdom,663.65,663.65,0.0,0.0,2,4,3,243,9,Mid-value,2,At Risk,8
13242,112,3,130,United Kingdom,270.40000000000003,270.40000000000003,0.0,0.0,2,3,2,232,7,Mid-value,2,Hibernating,10
13243,203,1,232,United Kingdom,585.12,585.12,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13244,93,1,38,United Kingdom,121.74000000000001,121.74000000000001,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13245,51,1,125,United Kingdom,430.5,430.5,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
13246,18,6,1587,United Kingdom,1961.52,1896.32,65.20000000000005,0.0332,4,4,4,444,12,High-value,3,Loyal Customers,2
13247,18,4,328,United Kingdom,501.12,501.12,0.0,0.0,4,4,3,443,11,High-value,3,Potential Champions,3
13248,125,2,305,United Kingdom,465.68,465.68,0.0,0.0,2,2,2,222,6,Mid-value,2,Hibernating,10
13249,92,3,546,United Kingdom,711.41,711.41,0.0,0.0,2,3,3,233,8,Mid-value,2,At Risk,8
13253,157,2,1572,United Kingdom,1030.4,1030.4,0.0,0.0,2,2,4,224,8,Mid-value,2,Hibernating,10
13255,9,2,177,United Kingdom,399.51,390.65999999999997,8.850000000000023,0.0222,5,2,2,522,9,Mid-value,2,Potential Champions,3
13256,14,1,12540,United Kingdom,0.0,0.0,0.0,,4,1,1,411,6,Mid-value,2,Promising,5
13258,12,3,282,United Kingdom,672.83,672.83,0.0,0.0,5,3,3,533,11,High-value,3,Potential Champions,3
13259,62,1,126,United Kingdom,283.18,283.18,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
13260,61,1,142,United Kingdom,557.62,557.62,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
13261,269,2,210,United Kingdom,944.1,944.1,0.0,0.0,1,2,4,124,7,Mid-value,2,Hibernating,10
13262,263,1,125,United Kingdom,200.29,200.29,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13263,1,35,4768,United Kingdom,7436.93,7436.93,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
13265,53,5,1740,United Kingdom,2092.66,2092.66,0.0,0.0,3,4,5,345,12,High-value,3,Loyal Customers,2
13266,11,12,4428,United Kingdom,3834.2599999999998,3717.67,116.58999999999969,0.0304,5,5,5,555,15,High-value,3,Champions,1
13267,3,19,1969,United Kingdom,4521.49,4404.4400000000005,117.04999999999927,0.0259,5,5,5,555,15,High-value,3,Champions,1
13268,18,11,3624,United Kingdom,3174.75,3127.7,47.05000000000018,0.0148,4,5,5,455,14,High-value,3,Loyal Customers,2
13269,1,15,3513,United Kingdom,5343.28,5312.97,30.30999999999949,0.0057,5,5,5,555,15,High-value,3,Champions,1
13270,366,1,200,United Kingdom,590.0,590.0,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13271,37,1,240,United Kingdom,211.49,172.37,39.120000000000005,0.185,3,1,1,311,5,Mid-value,2,About to Sleep,7
13272,31,2,96,United Kingdom,276.56,276.56,0.0,0.0,4,2,2,422,8,Mid-value,2,Potential Champions,3
13273,113,1,153,United Kingdom,138.98,138.98,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13276,64,2,161,United Kingdom,590.9300000000001,590.9300000000001,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
13277,16,4,176,United Kingdom,258.4,258.4,0.0,0.0,4,4,2,442,10,High-value,3,Potential Champions,3
13278,41,1,537,United Kingdom,542.73,542.73,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
13279,78,1,73,United Kingdom,137.75,126.30000000000001,11.449999999999989,0.0831,2,1,1,211,4,Low-value,1,Hibernating,10
13280,122,3,518,United Kingdom,798.46,798.46,0.0,0.0,2,3,3,233,8,Mid-value,2,At Risk,8
13282,18,3,307,United Kingdom,1132.14,1047.84,84.30000000000018,0.0745,4,3,4,434,11,High-value,3,Potential Champions,3
13283,60,2,90,United Kingdom,93.66,93.66,0.0,0.0,3,2,1,321,6,Mid-value,2,About to Sleep,7
13284,331,1,91,United Kingdom,201.19,196.15,5.039999999999992,0.0251,1,1,1,111,3,Low-value,1,Hibernating,10
13285,23,4,2051,United Kingdom,2709.12,2709.12,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
13291,156,1,233,United Kingdom,361.11,361.11,0.0,0.0,2,1,2,212,5,Mid-value,2,Hibernating,10
13292,39,2,347,United Kingdom,578.94,578.94,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
13294,190,2,453,United Kingdom,873.74,873.74,0.0,0.0,1,2,3,123,6,Mid-value,2,Hibernating,10
13295,360,1,82,United Kingdom,201.20000000000002,197.95000000000002,3.25,0.0162,1,1,1,111,3,Low-value,1,Hibernating,10
13296,137,1,78,United Kingdom,87.4,87.4,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13297,8,4,963,United Kingdom,2089.85,2089.85,0.0,0.0,5,4,5,545,14,High-value,3,Champions,1
13298,1,1,96,United Kingdom,360.0,360.0,0.0,0.0,5,1,2,512,8,Mid-value,2,New Customers,4
13299,268,1,30,United Kingdom,142.5,142.5,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13300,169,1,203,United Kingdom,371.89,365.29,6.599999999999966,0.0177,2,1,2,212,5,Mid-value,2,Hibernating,10
13301,104,4,345,United Kingdom,618.09,618.09,0.0,0.0,2,4,3,243,9,Mid-value,2,At Risk,8
13302,155,1,5,United Kingdom,63.75,63.75,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13304,351,1,238,United Kingdom,300.42,300.42,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13305,4,10,1232,United Kingdom,2000.86,2000.86,0.0,0.0,5,5,4,554,14,High-value,3,Champions,1
13307,120,1,4,United Kingdom,15.0,15.0,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13308,23,3,843,United Kingdom,1385.51,1367.6100000000001,17.899999999999864,0.0129,4,3,4,434,11,High-value,3,Potential Champions,3
13309,7,5,1544,United Kingdom,1456.79,1456.79,0.0,0.0,5,4,4,544,13,High-value,3,Champions,1
13310,28,3,587,United Kingdom,1132.03,1083.63,48.399999999999864,0.0428,4,3,4,434,11,High-value,3,Potential Champions,3
13311,4,2,305,United Kingdom,598.57,598.57,0.0,0.0,5,2,3,523,10,High-value,3,Potential Champions,3
13313,22,5,851,United Kingdom,1555.3200000000002,1555.3200000000002,0.0,0.0,4,4,4,444,12,High-value,3,Loyal Customers,2
13314,2,3,560,United Kingdom,775.94,593.51,182.43000000000006,0.2351,5,3,3,533,11,High-value,3,Potential Champions,3
13316,37,4,5508,United Kingdom,5732.93,5570.69,162.2400000000007,0.0283,3,4,5,345,12,High-value,3,Loyal Customers,2
13317,66,6,1035,United Kingdom,2273.68,2140.07,133.60999999999967,0.0588,3,4,5,345,12,High-value,3,Loyal Customers,2
13318,1,3,304,United Kingdom,640.76,640.76,0.0,0.0,5,3,3,533,11,High-value,3,Potential Champions,3
13319,5,26,4724,United Kingdom,10845.550000000001,10664.34,181.21000000000095,0.0167,5,5,5,555,15,High-value,3,Champions,1
13320,78,4,1086,United Kingdom,1532.2,1475.2,57.0,0.0372,2,4,4,244,10,High-value,3,Do Not Lose,9
13321,72,2,372,United Kingdom,567.36,567.36,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
13322,17,1,117,United Kingdom,199.48000000000002,199.48000000000002,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
13323,3,5,175,United Kingdom,787.85,787.85,0.0,0.0,5,4,3,543,12,High-value,3,Potential Champions,3
13324,36,10,5205,United Kingdom,7121.95,7072.8,49.149999999999636,0.0069,3,5,5,355,13,High-value,3,Loyal Customers,2
13325,82,1,240,United Kingdom,675.3,675.3,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
13327,39,8,1600,United Kingdom,3627.77,3617.57,10.199999999999818,0.0028,3,5,5,355,13,High-value,3,Loyal Customers,2
13328,316,1,680,United Kingdom,1308.48,1308.48,0.0,0.0,1,1,4,114,6,Mid-value,2,Hibernating,10
13329,32,2,463,United Kingdom,789.0,740.4,48.60000000000002,0.0616,4,2,3,423,9,Mid-value,2,Potential Champions,3
13330,93,3,751,United Kingdom,1140.93,1140.93,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
13332,14,1,179,United Kingdom,350.90000000000003,350.90000000000003,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
13334,82,3,1764,United Kingdom,3502.32,3502.32,0.0,0.0,2,3,5,235,10,High-value,3,At Risk,8
13336,77,1,559,United Kingdom,795.12,795.12,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
13338,158,1,256,United Kingdom,487.02,431.82,55.19999999999999,0.1133,2,1,2,212,5,Mid-value,2,Hibernating,10
13339,201,1,326,United Kingdom,860.12,860.12,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13340,45,7,5770,United Kingdom,10736.48,10736.48,0.0,0.0,3,5,5,355,13,High-value,3,Loyal Customers,2
13341,261,1,301,United Kingdom,775.85,775.85,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13343,178,1,135,United Kingdom,353.43,303.93,49.5,0.1401,2,1,2,212,5,Mid-value,2,Hibernating,10
13344,68,3,952,United Kingdom,2511.69,2511.69,0.0,0.0,3,3,5,335,11,High-value,3,Need Attention,6
13345,288,1,141,United Kingdom,389.5,377.6,11.899999999999977,0.0306,1,1,2,112,4,Low-value,1,Hibernating,10
13347,70,1,205,United Kingdom,341.36,341.36,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
13348,64,1,136,United Kingdom,233.76000000000002,233.76000000000002,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13349,11,1,225,United Kingdom,247.32,247.32,0.0,0.0,5,1,2,512,8,Mid-value,2,New Customers,4
13350,16,2,287,United Kingdom,979.12,910.72,68.39999999999998,0.0699,4,2,3,423,9,Mid-value,2,Potential Champions,3
13351,66,1,117,United Kingdom,373.94,373.94,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
13352,60,1,321,United Kingdom,397.98,389.28000000000003,8.699999999999989,0.0219,3,1,2,312,6,Mid-value,2,About to Sleep,7
13354,71,1,604,United Kingdom,743.53,743.53,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
13355,122,1,314,United Kingdom,674.7,674.7,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
13356,80,1,325,United Kingdom,768.24,768.24,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
13357,257,1,321,United Kingdom,609.4,609.4,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13358,269,1,285,United Kingdom,439.03000000000003,439.03000000000003,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13359,64,1,161,United Kingdom,439.56,431.26,8.300000000000011,0.0189,3,1,2,312,6,Mid-value,2,About to Sleep,7
13362,9,4,1382,United Kingdom,3090.7400000000002,3085.4900000000002,5.25,0.0017,5,4,5,545,14,High-value,3,Champions,1
13363,18,2,710,United Kingdom,992.5,992.5,0.0,0.0,4,2,4,424,10,High-value,3,Potential Champions,3
13364,71,1,71,United Kingdom,134.96,0.0,134.96,1.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13365,34,2,1247,United Kingdom,2225.37,2191.22,34.15000000000009,0.0153,3,2,5,325,10,High-value,3,Hibernating,10
13366,50,1,144,United Kingdom,56.16,56.16,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13368,257,2,327,United Kingdom,623.4,623.4,0.0,0.0,1,2,3,123,6,Mid-value,2,Hibernating,10
13369,366,1,149,United Kingdom,308.28000000000003,263.75,44.53000000000003,0.1444,1,1,2,112,4,Low-value,1,Hibernating,10
13370,372,1,343,United Kingdom,754.87,721.32,33.549999999999955,0.0444,1,1,3,113,5,Mid-value,2,Hibernating,10
13372,90,1,159,United Kingdom,378.64,378.64,0.0,0.0,2,1,2,212,5,Mid-value,2,Hibernating,10
13373,61,3,1651,United Kingdom,3312.25,3312.25,0.0,0.0,3,3,5,335,11,High-value,3,Need Attention,6
13375,89,1,442,United Kingdom,778.65,772.9,5.75,0.0074,2,1,3,213,6,Mid-value,2,Hibernating,10
13376,99,3,493,United Kingdom,1019.76,1019.76,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
13379,26,3,601,United Kingdom,572.56,572.56,0.0,0.0,4,3,3,433,10,High-value,3,Potential Champions,3
13381,32,6,2029,United Kingdom,3639.31,3626.81,12.5,0.0034,4,4,5,445,13,High-value,3,Loyal Customers,2
13382,281,1,131,United Kingdom,222.99,222.99,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13384,31,7,2422,United Kingdom,4151.93,4122.28,29.650000000000546,0.0071,4,5,5,455,14,High-value,3,Loyal Customers,2
13385,330,1,281,United Kingdom,534.57,534.57,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
13388,131,2,282,United Kingdom,677.1,627.15,49.950000000000045,0.0738,2,2,3,223,7,Mid-value,2,Hibernating,10
13389,11,3,429,United Kingdom,797.96,797.96,0.0,0.0,5,3,3,533,11,High-value,3,Potential Champions,3
13390,75,1,224,United Kingdom,544.08,544.08,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
13391,204,1,4,United Kingdom,59.8,59.8,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
13394,2,8,2392,United Kingdom,2520.02,2312.8,207.2199999999998,0.0822,5,5,5,555,15,High-value,3,Champions,1
13395,185,1,336,United Kingdom,307.72,307.72,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13396,29,2,600,United Kingdom,1360.99,1325.29,35.700000000000045,0.0262,4,2,4,424,10,High-value,3,Potential Champions,3
13397,73,5,430,United Kingdom,1544.13,1539.18,4.9500000000000455,0.0032,2,4,4,244,10,High-value,3,Do Not Lose,9
13398,192,1,281,United Kingdom,457.34000000000003,457.34000000000003,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13402,127,2,479,United Kingdom,621.23,621.23,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
13403,18,1,44,United Kingdom,75.0,75.0,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
13404,1,2,111,United Kingdom,252.49,252.49,0.0,0.0,5,2,2,522,9,Mid-value,2,Potential Champions,3
13405,74,3,165,United Kingdom,572.451,572.451,0.0,0.0,2,3,3,233,8,Mid-value,2,At Risk,8
13408,2,62,16232,United Kingdom,28117.04,27487.41,629.630000000001,0.0224,5,5,5,555,15,High-value,3,Champions,1
13410,24,5,518,United Kingdom,1003.06,988.91,14.149999999999977,0.0141,4,4,4,444,12,High-value,3,Loyal Customers,2
13411,107,1,72,United Kingdom,213.55,213.55,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
13414,134,3,1574,United Kingdom,1390.5,1390.5,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
13416,44,2,142,United Kingdom,712.5,712.5,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
13417,5,2,162,United Kingdom,640.83,640.83,0.0,0.0,5,2,3,523,10,High-value,3,Potential Champions,3
13418,12,18,3918,United Kingdom,6127.43,5845.4400000000005,281.9899999999998,0.046,5,5,5,555,15,High-value,3,Champions,1
13419,64,1,275,United Kingdom,221.06,221.06,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
13420,150,2,101,United Kingdom,159.85,140.35,19.5,0.122,2,2,1,221,5,Mid-value,2,Hibernating,10
13421,40,2,1128,United Kingdom,1833.71,1831.61,2.1000000000001364,0.0011,3,2,4,324,9,Mid-value,2,Hibernating,10
13422,64,1,1326,United Kingdom,2626.3,2601.55,24.75,0.0094,3,1,5,315,9,Mid-value,2,Hibernating,10
13425,108,3,1123,United Kingdom,1624.21,1624.21,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
13426,1,10,2245,United Kingdom,3641.32,3550.7000000000003,90.61999999999989,0.0249,5,5,5,555,15,High-value,3,Champions,1
13427,19,3,545,United Kingdom,582.6,582.6,0.0,0.0,4,3,3,433,10,High-value,3,Potential Champions,3
13428,10,1,151,United Kingdom,201.78,201.78,0.0,0.0,5,1,1,511,7,Mid-value,2,New Customers,4
13429,11,4,1390,United Kingdom,1006.8,1006.8,0.0,0.0,5,4,4,544,13,High-value,3,Champions,1
13430,19,2,751,United Kingdom,679.45,648.6899999999999,30.760000000000105,0.0453,4,2,3,423,9,Mid-value,2,Potential Champions,3
13431,67,2,672,United Kingdom,1269.1,1269.1,0.0,0.0,3,2,4,324,9,Mid-value,2,Hibernating,10
13434,74,2,300,United Kingdom,534.24,534.24,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
13435,5,7,2129,United Kingdom,3809.89,3794.4900000000002,15.399999999999636,0.004,5,5,5,555,15,High-value,3,Champions,1
13436,2,1,76,United Kingdom,196.89,196.89,0.0,0.0,5,1,1,511,7,Mid-value,2,New Customers,4
13437,14,7,1283,United Kingdom,3408.06,3408.06,0.0,0.0,4,5,5,455,14,High-value,3,Loyal Customers,2
13439,255,1,242,United Kingdom,283.71,283.71,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
13441,92,1,204,United Kingdom,296.64,296.64,0.0,0.0,2,1,2,212,5,Mid-value,2,Hibernating,10
13447,23,3,584,United Kingdom,1129.14,1104.23,24.910000000000082,0.0221,4,3,4,434,11,High-value,3,Potential Champions,3
13448,17,6,1648,United Kingdom,3534.69,3460.9900000000002,73.69999999999982,0.0209,4,4,5,445,13,High-value,3,Loyal Customers,2
13449,24,1,222,United Kingdom,291.88,291.88,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
13450,27,6,1982,United Kingdom,2043.72,2043.72,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
13451,26,5,2128,United Kingdom,2898.2599999999998,2838.56,59.69999999999982,0.0206,4,4,5,445,13,High-value,3,Loyal Customers,2
13452,259,2,2,United Kingdom,590.0,590.0,0.0,0.0,1,2,3,123,6,Mid-value,2,Hibernating,10
13453,166,2,134,United Kingdom,356.98,356.98,0.0,0.0,2,2,2,222,6,Mid-value,2,Hibernating,10
13455,25,2,354,United Kingdom,1058.34,1007.35,50.989999999999895,0.0482,4,2,4,424,10,High-value,3,Potential Champions,3
13456,18,6,765,United Kingdom,1766.72,1737.8200000000002,28.899999999999864,0.0164,4,4,4,444,12,High-value,3,Loyal Customers,2
13458,7,14,5508,United Kingdom,9646.57,9537.92,108.64999999999964,0.0113,5,5,5,555,15,High-value,3,Champions,1
13460,29,2,286,United Kingdom,183.44,183.44,0.0,0.0,4,2,1,421,7,Mid-value,2,Promising,5
13461,39,3,1170,United Kingdom,1445.0,1445.0,0.0,0.0,3,3,4,334,10,High-value,3,Need Attention,6
13462,253,1,62,United Kingdom,151.5,143.25,8.25,0.0545,1,1,1,111,3,Low-value,1,Hibernating,10
13464,58,1,403,United Kingdom,674.68,674.68,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
13466,184,1,259,United Kingdom,307.90000000000003,297.95,9.950000000000045,0.0323,1,1,2,112,4,Low-value,1,Hibernating,10
13467,11,2,580,United Kingdom,1071.91,1071.91,0.0,0.0,5,2,4,524,11,High-value,3,Potential Champions,3
13468,2,37,2589,United Kingdom,5704.97,5656.75,48.220000000000255,0.0085,5,5,5,555,15,High-value,3,Champions,1
13470,99,2,100,United Kingdom,165.0,165.0,0.0,0.0,2,2,1,221,5,Mid-value,2,Hibernating,10
13471,1,4,1583,United Kingdom,2501.84,2501.84,0.0,0.0,5,4,5,545,14,High-value,3,Champions,1
13473,61,2,266,United Kingdom,422.64,417.54,5.099999999999966,0.0121,3,2,2,322,7,Mid-value,2,About to Sleep,7
13474,236,1,129,United Kingdom,226.84,226.84,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
